claim_id,policy_id,customer_id,policy_type,vehicle_segment,incident_type,incident_date,claim_reported,total_claim_amount,repair_estimate,police_report_available,injury_severity,policy_annual_mileage,insured_zip,insured_city,insured_state,fraud_reported
C78223254,P9626995,U902650,Comprehensive,Pickup,Windshield Damage,04/21/2024,04/23/2024,8497.29,7228.84,Yes,Minor,16851,302006,Jaipur,Rajasthan,Yes
C37755713,P0861554,U445666,Comprehensive,SUV,Theft,10/20/2024,10/27/2024,63224.08,62647.07,Yes,None,12320,226001,Lucknow,Uttar Pradesh,No
C82541723,P4571230,U224953,Motor OD,Sedan,Windshield Damage,06/21/2023,06/25/2023,2000.0,1812.78,Yes,None,9752,380004,Ahmedabad,Gujarat,Yes
C89364801,P8231259,U680104,Motor OD,Hatchback,Parking Bump,10/18/2024,10/18/2024,12340.76,10466.45,Yes,None,11542,110009,Delhi,Delhi,Yes
C20736404,P7892350,U797017,Comprehensive,Pickup,Parking Bump,08/03/2023,08/17/2023,6107.19,4598.64,No,None,8865,226008,Lucknow,Uttar Pradesh,No
C08570427,P0815945,U317004,Motor OD,Motorcycle,Single Vehicle,09/22/2024,09/24/2024,12078.64,9091.9,No,None,8740,411005,Pune,Maharashtra,No
C36574379,P2357797,U514436,Comprehensive,Hatchback,Head-on,04/19/2025,04/23/2025,41247.83,37999.07,Yes,None,10475,500008,Hyderabad,Telangana,Yes
C77705794,P4593041,U658351,Comprehensive,Motorcycle,Parking Bump,08/30/2025,09/04/2025,11826.74,8657.21,Yes,None,9632,380008,Ahmedabad,Gujarat,Yes
C65971206,P5353389,U189681,Comprehensive,SUV,Theft,06/08/2025,06/13/2025,71024.58,56080.37,Yes,Minor,11616,380004,Ahmedabad,Gujarat,No
C95391254,P0347639,U503174,Comprehensive,Sedan,Single Vehicle,09/12/2023,09/16/2023,33715.53,29139.71,No,Minor,18922,560008,Bengaluru,Karnataka,Yes
C91188215,P2955381,U222101,Comprehensive,Hatchback,Single Vehicle,11/03/2024,11/07/2024,22074.41,18861.77,Yes,Minor,8946,302004,Jaipur,Rajasthan,No
C54510916,P0822606,U093603,Comprehensive,SUV,Side Collision,10/07/2023,10/07/2023,84132.96,66779.5,Yes,None,13266,700009,Kolkata,West Bengal,Yes
C54982387,P6733598,U305092,Comprehensive,Hatchback,Side Collision,11/14/2023,11/28/2023,7115.52,5589.64,No,None,12066,380004,Ahmedabad,Gujarat,No
C57098719,P3155397,U159002,Motor OD,Hatchback,Parking Bump,11/24/2024,12/01/2024,7340.56,6635.88,Yes,Minor,8763,302007,Jaipur,Rajasthan,No
C98809349,P3479498,U063546,Comprehensive,Sedan,Single Vehicle,01/19/2025,01/25/2025,17937.52,15815.73,No,None,7813,380007,Ahmedabad,Gujarat,Yes
C94603713,P0756355,U410866,Comprehensive,Sedan,Parking Bump,11/03/2024,11/03/2024,2000.0,1860.65,Yes,None,16924,302005,Jaipur,Rajasthan,Yes
C71696944,P7425384,U629698,Comprehensive,Sedan,Side Collision,10/21/2023,10/24/2023,38991.97,28589.87,Yes,Minor,13124,302004,Jaipur,Rajasthan,No
C41565586,P3442452,U429802,Motor OD,Sedan,Theft,07/19/2024,07/19/2024,67516.34,48942.23,Yes,None,14287,226008,Lucknow,Uttar Pradesh,No
C05909807,P5721912,U850169,Motor OD,Sedan,Parking Bump,11/02/2024,11/23/2024,10469.75,9702.36,Yes,Minor,16324,380004,Ahmedabad,Gujarat,No
C31682681,P1439947,U619104,Motor OD,Hatchback,Windshield Damage,01/19/2023,01/26/2023,9577.06,7680.52,Yes,None,6382,400007,Mumbai,Maharashtra,No
C53603914,P9058028,U134348,Comprehensive,Sedan,Head-on,08/22/2025,08/27/2025,24923.91,20368.69,Yes,None,9057,700007,Kolkata,West Bengal,No
C97078183,P7761045,U847079,Comprehensive,Sedan,Rear Collision,06/24/2025,06/24/2025,44040.1,32951.29,Yes,None,11822,600010,Chennai,Tamil Nadu,No
C34412923,P8186063,U086901,Motor TP,Van,Parking Bump,07/26/2023,07/26/2023,18147.51,15778.51,No,None,18319,999999,Bengaluru,Karnataka,Yes
C44894978,P4596930,U342876,Comprehensive,Hatchback,Rear Collision,12/05/2024,12/06/2024,11011.43,8673.66,Yes,Major,9109,560009,Bengaluru,Karnataka,No
C05916633,P9775634,U810080,Motor OD,SUV,Side Collision,07/12/2024,07/12/2024,55476.51,48560.7,No,None,14558,700005,Kolkata,West Bengal,No
C09098859,P5972329,U794861,Motor OD,SUV,Windshield Damage,05/22/2024,06/05/2024,22539.15,16030.28,Yes,Major,11314,560007,Bengaluru,Karnataka,No
C57847052,P6210862,U965355,Motor TP,Hatchback,Single Vehicle,04/15/2024,05/08/2024,38724.86,27401.86,Yes,None,12061,600005,Chennai,Tamil Nadu,No
C51096701,P0906055,U128031,Motor OD,Sedan,Parking Bump,05/14/2023,06/11/2023,21418.83,20146.81,Yes,None,8896,400003,Mumbai,Maharashtra,No
C37854048,P7222289,U395748,Comprehensive,Sedan,Parking Bump,04/05/2023,04/09/2023,7788.27,6815.58,No,Minor,13403,560008,Bengaluru,Karnataka,No
C70492655,P3323412,U998789,Motor TP,Van,Rear Collision,12/07/2024,12/07/2024,36843.94,33360.83,Yes,None,9928,226002,Lucknow,Uttar Pradesh,Yes
C06370567,P0283083,U196237,Comprehensive,Van,Single Vehicle,03/21/2023,03/28/2023,49394.69,35364.45,Yes,Minor,3335,600007,Chennai,Tamil Nadu,No
C31793239,P3599566,U155881,Comprehensive,Motorcycle,Theft,03/09/2025,03/15/2025,19655.7,18917.69,Yes,None,11989,226004,Lucknow,Uttar Pradesh,Yes
C85680608,P6207378,U621093,Motor TP,Hatchback,Single Vehicle,01/28/2024,02/01/2024,12998.49,12662.22,Yes,None,10215,600009,Chennai,Tamil Nadu,No
C42870654,P6326639,U017334,Comprehensive,Hatchback,Single Vehicle,04/23/2024,05/23/2024,14051.28,12270.74,Yes,None,14711,500003,Hyderabad,Telangana,No
C37845560,P3337831,U574499,Motor OD,Sedan,Head-on,02/21/2025,02/23/2025,47281.06,35305.15,Yes,Minor,14353,302008,Jaipur,Rajasthan,No
C76205257,P3889047,U371493,Comprehensive,SUV,Single Vehicle,03/22/2023,03/28/2023,69259.94,60016.05,Yes,None,17516,400001,Mumbai,Maharashtra,No
C94242419,P7539304,U188788,Motor TP,Hatchback,Head-on,03/15/2025,03/25/2025,32457.0,24883.33,Yes,None,10389,600001,Chennai,Tamil Nadu,Yes
C75262720,P8052214,U549516,Motor OD,SUV,Windshield Damage,03/31/2023,04/05/2023,17522.74,13273.49,Yes,None,8045,600007,Chennai,Tamil Nadu,No
C60439663,P8308056,U615750,Comprehensive,Sedan,Theft,04/22/2023,04/24/2023,14911.09,13579.58,Yes,None,5117,777777,Hyderabad,Telangana,No
C04283639,P5674126,U450707,Comprehensive,Motorcycle,Single Vehicle,09/19/2024,09/22/2024,15504.25,12744.68,No,None,18204,302005,Jaipur,Rajasthan,Yes
C76423161,P5672234,U137319,Motor OD,Hatchback,Theft,09/12/2025,09/14/2025,47700.18,41633.85,Yes,Minor,18352,700009,Kolkata,West Bengal,Yes
C69854988,P5060206,U883829,Motor TP,Hatchback,Windshield Damage,08/04/2024,08/04/2024,7151.44,6233.49,Yes,None,15232,110007,Delhi,Delhi,No
C91965250,P9176663,U162024,Motor TP,Hatchback,Rear Collision,03/22/2024,03/26/2024,17637.25,16120.81,Yes,None,8765,302004,Jaipur,Rajasthan,Yes
C48702713,P1195809,U334826,Motor TP,SUV,Single Vehicle,06/01/2023,06/05/2023,57235.54,47944.75,Yes,None,15302,600005,Chennai,Tamil Nadu,No
C68816030,P5164839,U105580,Motor TP,Hatchback,Parking Bump,07/05/2023,07/05/2023,5902.12,4359.13,Yes,Minor,13597,226002,Lucknow,Uttar Pradesh,Yes
C58628555,P4218502,U682076,Motor TP,Sedan,Side Collision,07/17/2025,07/20/2025,25843.33,19900.64,No,None,9784,411001,Pune,Maharashtra,No
C87847924,P3781755,U148174,Motor OD,Hatchback,Rear Collision,09/12/2023,09/13/2023,19843.65,19782.73,Yes,None,3849,700005,Kolkata,West Bengal,No
C18967647,P8866726,U435446,Comprehensive,Motorcycle,Theft,08/02/2023,08/16/2023,7698.05,5852.52,Yes,None,20313,400002,Mumbai,Maharashtra,Yes
C71282154,P2627761,U252986,Motor OD,SUV,Rear Collision,02/23/2023,03/05/2023,43524.77,34649.94,Yes,None,7150,110006,Delhi,Delhi,No
C57993644,P6426075,U147498,Motor OD,Hatchback,Side Collision,03/24/2025,03/26/2025,5469.05,3877.52,Yes,None,9354,600003,Chennai,Tamil Nadu,Yes
C73692208,P4740338,U676988,Motor OD,SUV,Rear Collision,10/10/2023,10/10/2023,69032.21,60275.32,Yes,Minor,18346,226005,Lucknow,Uttar Pradesh,Yes
C47556949,P9616950,U545444,Motor OD,Hatchback,Windshield Damage,12/21/2024,12/28/2024,12578.89,8968.29,No,Minor,10253,400005,Mumbai,Maharashtra,No
C37415627,P0050122,U762565,Motor TP,Pickup,Single Vehicle,01/24/2024,02/10/2024,38912.4,31449.45,Yes,Minor,8402,302010,Jaipur,Rajasthan,No
C91181153,P1947292,U969765,Comprehensive,SUV,Parking Bump,05/25/2025,05/26/2025,23948.31,19786.05,Yes,None,6635,411006,Pune,Maharashtra,No
C01661807,P6987029,U878900,Comprehensive,Sedan,Parking Bump,03/19/2024,03/20/2024,14458.46,11960.38,Yes,Minor,3651,560006,Bengaluru,Karnataka,No
C90999140,P4550344,U815475,Motor TP,SUV,Windshield Damage,04/15/2025,04/29/2025,32176.91,23347.87,No,None,10753,560005,Bengaluru,Karnataka,Yes
C65205525,P5778560,U561899,Comprehensive,Hatchback,Rear Collision,01/09/2024,01/12/2024,21758.89,16143.95,Yes,Major,12684,700009,Kolkata,West Bengal,No
C17600907,P3365889,U466848,Comprehensive,Hatchback,Side Collision,09/30/2023,10/03/2023,30914.37,28577.84,No,None,13506,226002,Lucknow,Uttar Pradesh,No
C93785784,P8842045,U167830,Comprehensive,Hatchback,Side Collision,05/02/2025,05/02/2025,20060.12,18958.87,No,Minor,8416,380006,Ahmedabad,Gujarat,No
C67537777,P0332608,U588201,Motor OD,Hatchback,Head-on,10/31/2024,10/31/2024,49145.71,44393.88,Yes,Minor,11662,110010,Delhi,Delhi,No
C40926754,P4212663,U743609,Comprehensive,Sedan,Theft,01/07/2025,01/08/2025,43045.94,36175.25,No,None,13776,555555,Bengaluru,Karnataka,No
C21350951,P0803353,U464851,Comprehensive,SUV,Side Collision,02/23/2023,02/25/2023,31953.27,30503.41,Yes,Minor,12260,400006,Mumbai,Maharashtra,No
C57128301,P1498445,U519917,Motor TP,Sedan,Head-on,12/19/2023,01/09/2024,43443.3,33159.47,Yes,Minor,9202,226004,Lucknow,Uttar Pradesh,Yes
C62529483,P8008302,U462504,Comprehensive,Sedan,Windshield Damage,08/05/2024,08/26/2024,24070.85,21854.06,No,None,15140,500003,Hyderabad,Telangana,No
C94797120,P5295509,U757699,Comprehensive,Pickup,Rear Collision,05/13/2025,05/20/2025,32567.3,29338.91,No,None,19750,560001,Bengaluru,Karnataka,No
C26636616,P8234475,U630608,Comprehensive,Hatchback,Parking Bump,03/06/2024,03/06/2024,12048.73,9154.26,Yes,None,14259,302004,Jaipur,Rajasthan,No
C76769821,P6492680,U148676,Comprehensive,SUV,Side Collision,02/16/2025,02/19/2025,48034.27,45690.42,Yes,Major,7149,333333,Jaipur,Rajasthan,No
C41510169,P2259753,U111689,Comprehensive,Pickup,Rear Collision,08/13/2025,08/14/2025,37117.94,36955.84,No,Minor,9863,600009,Chennai,Tamil Nadu,No
C39343203,P0667300,U148955,Comprehensive,Hatchback,Rear Collision,11/15/2023,11/18/2023,18548.73,18298.29,No,None,12894,380008,Ahmedabad,Gujarat,Yes
C15879779,P7709940,U432766,Comprehensive,Sedan,Head-on,09/18/2025,09/21/2025,34591.29,32788.82,Yes,Minor,10636,500005,Hyderabad,Telangana,No
C51690811,P8463900,U219337,Motor OD,Motorcycle,Side Collision,08/24/2024,08/27/2024,15910.03,12219.97,No,Minor,13911,226010,Lucknow,Uttar Pradesh,Yes
C55413106,P7136523,U779408,Comprehensive,Sedan,Windshield Damage,08/20/2024,08/23/2024,16490.07,16030.21,No,None,9522,400001,Mumbai,Maharashtra,No
C98775726,P6594076,U147063,Motor TP,SUV,Rear Collision,08/01/2023,08/05/2023,20534.58,14601.31,Yes,None,12988,500006,Hyderabad,Telangana,Yes
C91414538,P3968943,U296091,Comprehensive,Hatchback,Rear Collision,09/27/2025,10/04/2025,30996.13,26009.38,No,None,11489,700007,Kolkata,West Bengal,Yes
C91154892,P0385853,U881239,Motor OD,Hatchback,Rear Collision,12/26/2024,12/27/2024,12711.45,9170.79,Yes,None,11427,302007,Jaipur,Rajasthan,No
C11244061,P2478771,U097440,Comprehensive,SUV,Rear Collision,07/15/2025,07/17/2025,32100.43,25073.41,Yes,None,11209,411001,Pune,Maharashtra,No
C33749905,P3902774,U650155,Comprehensive,Sedan,Windshield Damage,06/27/2024,06/28/2024,13605.25,11504.94,Yes,None,8673,380010,Ahmedabad,Gujarat,No
C13184776,P6382375,U844588,Motor OD,Sedan,Parking Bump,09/23/2023,09/24/2023,9576.72,6708.89,Yes,Minor,3652,411006,Pune,Maharashtra,No
C47778758,P8339242,U017168,Motor OD,Sedan,Rear Collision,06/30/2024,06/30/2024,11747.31,10878.03,No,None,11012,411008,Pune,Maharashtra,No
C23521804,P3554205,U856272,Comprehensive,Sedan,Rear Collision,12/25/2024,12/26/2024,23237.57,22797.12,No,Minor,9137,600010,Chennai,Tamil Nadu,No
C16221378,P4402740,U640997,Comprehensive,Sedan,Parking Bump,03/29/2024,03/30/2024,6755.57,6628.89,Yes,None,9382,700008,Kolkata,West Bengal,No
C66322939,P5186610,U631289,Comprehensive,Sedan,Single Vehicle,07/21/2024,07/23/2024,37635.81,34534.63,No,None,20875,380008,Ahmedabad,Gujarat,No
C99027613,P3865642,U155107,Motor TP,Hatchback,Rear Collision,10/27/2023,10/29/2023,16458.39,13900.32,No,None,11812,500007,Hyderabad,Telangana,No
C20291108,P3294696,U774975,Motor OD,Hatchback,Side Collision,04/24/2024,05/15/2024,14871.47,12853.7,No,None,12323,302009,Jaipur,Rajasthan,Yes
C80477708,P8472192,U226039,Comprehensive,SUV,Head-on,05/24/2023,06/07/2023,112066.53,106547.02,Yes,None,9382,380008,Ahmedabad,Gujarat,No
C61541589,P7042521,U383381,Motor OD,Hatchback,Rear Collision,03/12/2023,03/12/2023,20005.71,17979.72,Yes,None,1740,400001,Mumbai,Maharashtra,No
C64298924,P2555542,U747016,Motor OD,Hatchback,Rear Collision,01/07/2025,01/14/2025,13287.29,13064.57,Yes,None,6554,110003,Delhi,Delhi,No
C63966032,P5424403,U659713,Comprehensive,Hatchback,Single Vehicle,02/12/2024,02/20/2024,17691.49,17469.18,Yes,None,9535,380004,Ahmedabad,Gujarat,No
C05897991,P4804650,U080269,Motor OD,Hatchback,Head-on,07/30/2024,08/04/2024,35238.04,27629.11,Yes,Minor,22748,500006,Hyderabad,Telangana,No
C10273600,P2070545,U813031,Motor OD,Hatchback,Single Vehicle,12/05/2024,12/15/2024,23569.81,18789.14,Yes,Minor,14654,110008,Delhi,Delhi,No
C60261804,P7133243,U302722,Comprehensive,Sedan,Single Vehicle,04/21/2024,04/23/2024,65747.75,46920.91,Yes,None,16305,302002,Jaipur,Rajasthan,No
C13789792,P6736576,U254485,Motor OD,Hatchback,Rear Collision,06/28/2025,06/28/2025,15472.22,11028.92,Yes,None,14692,400008,Mumbai,Maharashtra,No
C14497537,P7709923,U942863,Comprehensive,Pickup,Windshield Damage,12/08/2024,12/08/2024,15644.04,14239.86,Yes,None,11117,226005,Lucknow,Uttar Pradesh,Yes
C20883425,P5736367,U780596,Comprehensive,Pickup,Head-on,05/10/2024,05/31/2024,54389.3,50431.52,Yes,Minor,11487,560003,Bengaluru,Karnataka,No
C01992489,P2084207,U987686,Motor OD,Sedan,Single Vehicle,03/03/2023,03/03/2023,50041.52,48755.78,Yes,None,14267,226005,Lucknow,Uttar Pradesh,Yes
C77858448,P8111957,U975253,Comprehensive,Motorcycle,Theft,05/11/2025,05/22/2025,16290.13,13550.18,Yes,None,19197,555555,Ahmedabad,Gujarat,Yes
C69797922,P3176566,U564519,Comprehensive,SUV,Theft,05/30/2025,06/05/2025,91491.96,84147.23,Yes,None,16664,700007,Kolkata,West Bengal,No
C08587661,P3838756,U217773,Motor OD,Hatchback,Single Vehicle,08/16/2023,08/21/2023,38940.22,36531.12,No,Minor,14356,380002,Ahmedabad,Gujarat,No
C10902361,P7093680,U847694,Comprehensive,Sedan,Single Vehicle,06/30/2025,07/06/2025,10464.75,7416.97,Yes,None,9928,380003,Ahmedabad,Gujarat,No
C44069740,P1043982,U661556,Motor TP,SUV,Single Vehicle,07/29/2023,08/02/2023,47410.05,44593.77,Yes,None,10478,400010,Mumbai,Maharashtra,No
C28655581,P7093168,U492182,Comprehensive,Sedan,Windshield Damage,12/31/2024,01/10/2025,13894.49,13243.36,Yes,None,10421,555555,Jaipur,Rajasthan,No
C12502730,P8777921,U669038,Comprehensive,Sedan,Side Collision,04/21/2023,04/23/2023,20956.5,16276.22,Yes,None,9388,380008,Ahmedabad,Gujarat,No
C45087227,P1442652,U513910,Comprehensive,Sedan,Side Collision,07/05/2025,07/05/2025,12989.87,10933.69,No,None,12969,400004,Mumbai,Maharashtra,No
C15241169,P9210546,U171261,Comprehensive,Sedan,Side Collision,03/07/2024,03/17/2024,31214.74,23627.22,No,Major,7292,400005,Mumbai,Maharashtra,No
C65664929,P7170034,U637980,Motor OD,Sedan,Theft,01/14/2024,01/19/2024,79243.51,64435.69,Yes,Minor,15517,226008,Lucknow,Uttar Pradesh,No
C43811777,P3875986,U371901,Motor OD,SUV,Single Vehicle,03/10/2024,03/10/2024,47473.95,46235.75,Yes,Major,8190,222222,Kolkata,West Bengal,No
C07051295,P4619714,U464428,Motor TP,Sedan,Rear Collision,12/17/2023,12/17/2023,23931.44,18890.43,Yes,None,11306,500002,Hyderabad,Telangana,No
C35008010,P6450649,U062299,Motor OD,Hatchback,Rear Collision,06/25/2025,07/16/2025,13256.49,11323.32,No,Major,11180,700008,Kolkata,West Bengal,Yes
C81217126,P3002241,U064178,Motor OD,Sedan,Parking Bump,01/01/2024,01/03/2024,9810.2,7651.58,Yes,Minor,7594,560005,Bengaluru,Karnataka,No
C04230983,P3000815,U182058,Comprehensive,Van,Parking Bump,12/12/2024,12/15/2024,24408.56,20695.58,No,None,14990,302004,Jaipur,Rajasthan,No
C14080134,P1530941,U320740,Comprehensive,Sedan,Parking Bump,11/04/2024,11/04/2024,20318.03,19449.56,Yes,None,17148,226007,Lucknow,Uttar Pradesh,No
C71930652,P9748453,U708600,Motor OD,SUV,Theft,07/09/2023,07/12/2023,77746.36,72377.86,Yes,None,14356,400008,Mumbai,Maharashtra,No
C12869487,P1865593,U760373,Comprehensive,SUV,Rear Collision,01/29/2024,02/08/2024,33431.42,26689.85,Yes,Minor,10122,226005,Lucknow,Uttar Pradesh,No
C94430334,P7352919,U280291,Comprehensive,Hatchback,Rear Collision,02/12/2025,02/14/2025,17303.73,12149.69,No,None,11117,500007,Hyderabad,Telangana,Yes
C27762604,P5349012,U539037,Motor OD,Motorcycle,Head-on,03/03/2025,03/03/2025,25834.88,24086.73,Yes,Minor,14294,400008,Mumbai,Maharashtra,No
C72497981,P0086911,U402197,Comprehensive,Sedan,Head-on,04/16/2025,04/26/2025,73694.31,52156.88,Yes,None,6709,411007,Pune,Maharashtra,No
C36535008,P6581256,U557724,Comprehensive,Motorcycle,Theft,10/14/2024,10/31/2024,18258.51,14786.95,Yes,None,15198,400005,Mumbai,Maharashtra,No
C71078140,P6263365,U090524,Motor OD,SUV,Head-on,05/15/2025,05/16/2025,4622.16,4184.51,Yes,None,8978,560010,Bengaluru,Karnataka,Yes
C30933893,P7169827,U707986,Comprehensive,Motorcycle,Rear Collision,03/08/2023,03/09/2023,6629.78,4730.32,Yes,Minor,12132,302001,Jaipur,Rajasthan,No
C83745277,P0054896,U440215,Motor OD,SUV,Windshield Damage,07/12/2024,07/12/2024,12001.7,9191.5,Yes,Minor,12910,560003,Bengaluru,Karnataka,No
C08129786,P2462794,U511338,Comprehensive,SUV,Side Collision,12/17/2023,12/17/2023,35207.69,34660.76,Yes,None,10416,333333,Hyderabad,Telangana,No
C36709258,P1341536,U197601,Motor TP,SUV,Head-on,02/04/2025,02/25/2025,116589.02,89129.82,Yes,None,3958,400005,Mumbai,Maharashtra,No
C98063673,P3926769,U433698,Motor TP,Hatchback,Head-on,05/01/2024,05/05/2024,45536.61,45438.91,Yes,Minor,16804,700009,Kolkata,West Bengal,No
C94696874,P9477552,U228678,Comprehensive,Sedan,Head-on,09/05/2023,09/10/2023,35369.86,33353.16,Yes,None,11709,411009,Pune,Maharashtra,No
C52813506,P8754013,U686861,Comprehensive,Motorcycle,Rear Collision,05/19/2024,05/24/2024,17058.85,15826.45,Yes,Minor,3563,560002,Bengaluru,Karnataka,No
C87362298,P9573397,U914998,Comprehensive,SUV,Windshield Damage,06/25/2025,07/02/2025,22516.68,18603.69,No,None,4943,500008,Hyderabad,Telangana,Yes
C33380704,P1024866,U564717,Comprehensive,Hatchback,Head-on,03/31/2024,04/02/2024,59859.68,59195.2,Yes,None,19736,700003,Kolkata,West Bengal,No
C35936810,P6251934,U466597,Motor OD,Sedan,Theft,12/11/2023,12/12/2023,37894.09,28059.05,Yes,Minor,18388,400003,Mumbai,Maharashtra,Yes
C24706862,P0406195,U395847,Comprehensive,Hatchback,Side Collision,06/30/2025,07/21/2025,7853.51,6185.31,No,None,20410,110001,Delhi,Delhi,No
C14599526,P5145973,U472059,Motor OD,SUV,Head-on,06/18/2023,06/20/2023,99284.68,87376.2,Yes,Minor,8402,222222,Ahmedabad,Gujarat,No
C27229069,P6038344,U980407,Motor TP,SUV,Rear Collision,10/21/2024,11/04/2024,51532.59,36120.98,Yes,None,9677,411005,Pune,Maharashtra,Yes
C61419213,P9500211,U510735,Comprehensive,Hatchback,Rear Collision,08/21/2024,08/28/2024,27122.17,21442.59,Yes,None,11421,380010,Ahmedabad,Gujarat,No
C32456485,P9068110,U211621,Motor TP,SUV,Side Collision,09/12/2025,09/17/2025,50439.12,42472.21,No,Minor,8903,226009,Lucknow,Uttar Pradesh,No
C09267060,P8440595,U146033,Motor OD,Sedan,Side Collision,06/01/2024,06/03/2024,44726.46,44364.05,No,Minor,9741,700004,Kolkata,West Bengal,No
C13908569,P6713746,U129784,Comprehensive,SUV,Head-on,02/20/2025,03/06/2025,95762.31,83015.28,Yes,None,10415,110006,Delhi,Delhi,Yes
C11219135,P2300497,U735798,Comprehensive,Hatchback,Single Vehicle,06/13/2024,06/19/2024,47603.31,37619.87,No,None,7731,400004,Mumbai,Maharashtra,Yes
C49622710,P8904832,U570419,Motor OD,SUV,Side Collision,04/04/2023,04/09/2023,53197.77,47944.27,Yes,None,16108,110007,Delhi,Delhi,No
C22151084,P4289066,U543708,Motor OD,Sedan,Rear Collision,03/31/2023,04/02/2023,48415.86,47446.5,Yes,None,16446,500007,Hyderabad,Telangana,No
C29706476,P4341964,U789515,Comprehensive,Sedan,Parking Bump,10/20/2024,10/24/2024,8049.92,7729.11,No,None,17819,302005,Jaipur,Rajasthan,No
C11001589,P6312126,U579760,Motor TP,Hatchback,Side Collision,03/10/2025,03/14/2025,32587.02,30538.38,Yes,None,6068,500006,Hyderabad,Telangana,Yes
C11137647,P2379444,U785061,Motor TP,Hatchback,Windshield Damage,05/03/2025,05/10/2025,11786.55,8393.14,No,None,8461,700009,Kolkata,West Bengal,No
C01670705,P9182175,U602302,Motor OD,Hatchback,Rear Collision,03/30/2023,04/03/2023,14930.39,14333.55,Yes,None,13870,400003,Mumbai,Maharashtra,No
C75517256,P2246274,U170468,Motor OD,Hatchback,Windshield Damage,06/04/2025,06/04/2025,13415.65,9409.84,Yes,Minor,14114,411006,Pune,Maharashtra,Yes
C00797320,P3994783,U590673,Motor TP,Hatchback,Theft,12/24/2023,12/30/2023,24208.64,17377.89,Yes,None,19644,500007,Hyderabad,Telangana,No
C81065724,P1425226,U084215,Comprehensive,Sedan,Side Collision,05/30/2024,05/31/2024,84547.87,83310.9,Yes,None,6824,302005,Jaipur,Rajasthan,No
C09287272,P8361225,U356866,Comprehensive,Sedan,Rear Collision,06/26/2025,06/26/2025,36749.74,34472.27,Yes,Minor,19247,600009,Chennai,Tamil Nadu,No
C84848408,P4716177,U998105,Comprehensive,SUV,Side Collision,07/17/2025,07/18/2025,55527.96,47060.39,No,None,9323,600002,Chennai,Tamil Nadu,No
C00056627,P6554803,U291476,Comprehensive,Hatchback,Rear Collision,07/05/2023,07/12/2023,18740.63,13953.6,Yes,Minor,13014,400008,Mumbai,Maharashtra,No
C14123898,P3296267,U825798,Comprehensive,SUV,Single Vehicle,12/06/2024,12/10/2024,83335.57,67823.17,Yes,Minor,5982,700001,Kolkata,West Bengal,No
C92782704,P6735881,U145371,Motor OD,Sedan,Rear Collision,07/20/2025,07/23/2025,34542.95,29583.96,Yes,None,14728,302002,Jaipur,Rajasthan,No
C23954081,P0199747,U455374,Motor OD,Hatchback,Single Vehicle,05/01/2025,06/03/2025,28846.63,24095.23,Yes,Minor,11255,400007,Mumbai,Maharashtra,Yes
C79655869,P8756858,U590885,Comprehensive,Hatchback,Rear Collision,05/28/2024,06/07/2024,18985.42,13501.81,Yes,None,4874,700007,Kolkata,West Bengal,No
C80516226,P4495503,U069130,Motor TP,Hatchback,Parking Bump,09/10/2025,09/10/2025,6762.57,5761.04,Yes,Minor,7504,560010,Bengaluru,Karnataka,No
C04704331,P7847004,U999407,Motor TP,Hatchback,Rear Collision,06/02/2024,06/12/2024,26537.23,21021.39,No,None,12634,400002,Mumbai,Maharashtra,No
C99920693,P2855758,U570494,Motor OD,Hatchback,Rear Collision,12/09/2024,12/13/2024,25522.11,19104.93,No,None,7341,600005,Chennai,Tamil Nadu,No
C66985474,P3245111,U575245,Comprehensive,Hatchback,Rear Collision,08/02/2025,08/09/2025,38070.25,31259.68,Yes,None,14743,000000,Delhi,Delhi,Yes
C93260969,P5646170,U616800,Comprehensive,Hatchback,Side Collision,12/26/2023,01/09/2024,29236.61,25197.24,No,None,9840,560002,Bengaluru,Karnataka,Yes
C81008310,P3860906,U728904,Comprehensive,Hatchback,Rear Collision,10/06/2023,10/09/2023,17440.15,16906.94,No,None,12441,600007,Chennai,Tamil Nadu,No
C33870268,P8281592,U798684,Comprehensive,Sedan,Side Collision,06/30/2023,06/30/2023,45783.73,33666.93,Yes,None,10310,400008,Mumbai,Maharashtra,No
C88675503,P0778659,U438760,Comprehensive,Hatchback,Rear Collision,03/14/2024,03/14/2024,20752.44,17219.23,Yes,None,7351,226006,Lucknow,Uttar Pradesh,No
C52960755,P9170273,U973515,Motor OD,SUV,Parking Bump,01/04/2025,01/05/2025,26938.86,21470.98,Yes,None,17886,110002,Delhi,Delhi,No
C28605379,P3595766,U717237,Comprehensive,Hatchback,Single Vehicle,11/21/2024,11/22/2024,36905.89,35295.1,No,None,10770,226002,Lucknow,Uttar Pradesh,Yes
C43888484,P0203625,U990716,Comprehensive,Hatchback,Rear Collision,06/26/2024,06/26/2024,22589.35,19407.69,Yes,Minor,13596,380010,Ahmedabad,Gujarat,No
C71633728,P4670586,U193101,Motor TP,Pickup,Single Vehicle,03/10/2025,03/16/2025,13456.12,9680.41,Yes,Minor,15994,411009,Pune,Maharashtra,Yes
C38399115,P8939023,U569513,Comprehensive,SUV,Windshield Damage,05/16/2023,06/13/2023,8999.37,7892.45,Yes,Minor,13514,400010,Mumbai,Maharashtra,No
